title,domestic_revenue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
Hichki,"$330,279","$26,055,222",Yash Raj Films,"$330,279",73,N/A,N/A,"Comedy,Drama",284
The Bolshoi Ballet: Live From Moscow - The Nutcracker,"$323,928","$323,928",Fathom Events,"$323,928",360,N/A,N/A,N/A,12
Flower,"$328,188","$380,553",The Orchard,"$48,919",3,N/A,R,"Comedy,Drama",291
Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in Ice,"$335,697","$335,697",Fathom Events,"$173,199",526,N/A,N/A,N/A,157
Shine,"$333,388","$333,388",GVN Releasing,"$205,842",609,N/A,R,"Drama,Music",91
Faces Places,"$953,717","$3,998,450",Cohen Media Group,"$31,006",5,N/A,PG,Documentary,452
Russ Taff: I Still Believe,"$334,983","$334,983",Fathom Events,N/A,N/A,N/A,N/A,Documentary,63
Pasolini,"$30,757","$30,757",Kino Lorber,"$8,362",1,N/A,N/A,"Biography,Drama",277
Pom Poko,"$372,405","$372,405",Fathom Events,"$107,909",733,N/A,PG,"Animation,Comedy,Drama,Family,Fantasy",198
Jane and Emma,"$380,030","$380,030",Excel Entertainment,"$84,512",21,N/A,PG,Drama,487
Get Out,"$176,040,665","$255,407,969",Universal Pictures,"$33,377,060","2,781","$4,500,000",R,"Horror,Mystery,Thriller",676
The Gender Card Flip,"$3,774","$3,774",Smarthouse Creative / Distribber,"$2,978",1,N/A,N/A,Comedy,115
Suicide the Ripple Effect,"$347,468","$347,468",GathrFilms,"$2,600",1,N/A,N/A,Documentary,315
Dalida,"$3,465","$5,623,134",Under The Milky Way,"$3,170",1,N/A,N/A,"Biography,Drama,Music",128
Under the Sea 3D,"$36,248,707","$55,886,237",Warner Bros.,"$661,185",49,N/A,N/A,"Documentary,Short","4,015"
Badsville,"$4,153","$4,153",Epic Pictures Group,"$3,050",2,N/A,N/A,"Action,Drama,Romance",35
Emily,"$3,982","$3,982",Hibernation Films,"$1,164",1,N/A,N/A,Drama,339
Train to Busan,"$2,129,768","$92,688,375",Well Go USA Entertainment,"$284,776",27,N/A,N/A,"Action,Horror,Thriller",528
Kusama: Infinity,"$360,931","$558,052",Magnolia Pictures,"$30,998",2,N/A,N/A,Documentary,119
Believer,"$365,639","$39,047,153",Well Go USA Entertainment,"$146,630",32,N/A,N/A,"Action,Crime",207
Deep Sea,"$46,408,403","$98,209,886",Warner Bros.,"$700,213",43,N/A,G,"Documentary,Short","5,093"
Mountain,"$365,412","$2,129,889",Greenwich Entertainment,"$6,067",1,N/A,PG,Documentary,235
Dream Boat,"$3,981","$3,981",Strand Releasing,"$2,199",1,N/A,N/A,Documentary,63
Singularity,"$4,176","$86,822",Vertical Entertainment,$533,10,N/A,PG-13,"Action,Adventure,Drama,Sci-Fi",63
The Woman Who Left,"$3,974","$4,373",Kino Lorber,"$2,018",1,N/A,N/A,Drama,227
Bad Lucky Goat,"$5,088","$5,088",Film Movement,$170,3,N/A,N/A,"Comedy,Drama",445
A Boy Called Po,"$4,550","$4,550",Freestyle Releasing,"$2,693",10,N/A,PG,"Drama,Fantasy",122
My Father Die,"$4,252","$4,252",FilmRise,"$3,229",10,N/A,N/A,"Action,Drama",346
Gift,"$31,588","$31,588",Matson Films,"$4,255",2,N/A,N/A,Documentary,123
Desolation Center,"$32,016","$32,016",Matson Films,"$4,938",3,N/A,N/A,Documentary,151
Night School,"$4,663","$4,663",Oscilloscope,"$1,588",1,N/A,N/A,Documentary,206
I Love You Both,"$4,661","$4,661",Magnolia Pictures,"$3,236",7,N/A,N/A,"Comedy,Drama",206
Memory of the Camps,"$4,468","$4,468",First Run,"$3,000",1,N/A,N/A,Documentary,360
Shakespeare-Wallah,"$4,650","$4,650",Cohen Media Group,"$3,378",1,N/A,N/A,Drama,56
The Tribes of Palos Verdes,"$11,603","$11,603",IFC Films,$796,1,N/A,R,Drama,35
Vengeance: A Love Story,"$4,526","$73,270",FilmRise,"$4,526",11,N/A,N/A,"Action,Crime,Drama,Thriller",108
The Pulitzer at 100,"$4,489","$4,489",First Run,"$2,577",1,N/A,N/A,Documentary,164
An Acceptable Loss,"$32,427","$32,427",IFC Films,"$3,447",1,N/A,R,"Drama,Thriller",348
10E,"$32,413","$32,413",in8 Releasing,"$28,863",2,N/A,N/A,Comedy,137
Ága,"$35,178","$35,178",Big World Pictures,"$2,553",1,N/A,N/A,Drama,160
An Elephant Sitting Still,"$32,556","$39,599",KimStim,"$10,854",1,N/A,N/A,Drama,340
Buddy,"$31,203","$31,203",Grasshopper Film,N/A,N/A,N/A,N/A,Documentary,328
The Wild Pear Tree,"$34,014","$1,696,258",The Cinema Guild,"$4,923",1,N/A,N/A,Drama,377
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,"$34,135","$7,733,048",FUNimation Entertainment,N/A,N/A,N/A,N/A,"Animation,Music",190
White Snake,"$34,730","$61,631,776",GKIDS,"$2,791",1,N/A,N/A,"Action,Adventure,Animation,Fantasy,Romance",88
Jurassic Park,"$374,238","$374,238",Fathom Events,"$213,743",532,"$63,000,000",PG-13,"Action,Adventure,Sci-Fi,Thriller",107
Grace Jones: Bloodlight and Bami,"$375,208","$632,394",Kino Lorber,"$56,171",3,N/A,N/A,"Biography,Documentary,Music",263
Soorma,"$390,077","$6,579,645",Sony Pictures Releasing,"$168,354",50,N/A,PG-13,"Biography,Drama,Sport",172
Oh Lucy!,"$375,391","$600,145",Film Movement,"$14,569",3,N/A,N/A,"Comedy,Drama",305
Attack on Titan: Smoke Signal,"$377,334","$377,334",FUNimation Entertainment,N/A,N/A,N/A,N/A,"Action,Adventure,Animation,Drama,Fantasy,Horror",175
Moonlight Sonata: Deafness in Three Movements,"$33,823","$33,823",Abramorama,"$5,424",1,N/A,N/A,Documentary,151
Krull,"$397,157","$397,157",Fathom Events,"$95,010",507,N/A,N/A,"Action,Adventure,Sci-Fi",131
West Side Story,"$398,670","$398,670",Fathom Events,"$207,145",616,"$6,000,000",N/A,"Crime,Drama,Musical,Romance",191
Knife + Heart,"$32,516","$341,847",Altered Innocence,"$4,728",2,N/A,N/A,"Drama,Horror,Romance,Thriller",333
Killer Unicorn,"$33,901","$33,901",Indican Pictures,"$15,515",5,N/A,N/A,Horror,242
Vertigo,"$394,212","$408,560",Fathom Events,"$252,880",628,N/A,PG,"Mystery,Romance,Thriller",289
Space Mutiny,"$397,887","$397,887",Fathom Events,N/A,N/A,N/A,N/A,"Action,Adventure,Romance,Sci-Fi",201
Miss Kiet's Children,"$9,384","$9,384",Icarus Films,"$2,035",2,N/A,N/A,Documentary,384
Icaros: A Vision,"$5,510","$5,510",Factory 25,"$5,510",1,N/A,N/A,Drama,227
Hubble 3D,"$52,514,236","$74,232,453",Warner Bros.,"$413,477",39,N/A,N/A,Documentary,"3,616"
No culpes al karma de lo que te pasa por gilipollas,"$5,614","$2,242,471",Sony Pictures Releasing,"$3,660",10,N/A,R,Comedy,283
Shut In,"$6,900,335","$13,082,071",EuropaCorp,"$3,613,567","2,058",N/A,PG-13,"Drama,Mystery,Thriller",416
Gold,"$5,539","$1,528,185",Sony Pictures Releasing,"$2,571",10,N/A,R,"Adventure,Drama,History",35
Batman Forever,"$38,014","$38,387",Fathom Events,"$38,014",434,"$100,000,000",PG-13,"Action,Adventure,Fantasy",275
The Cave,"$62,625","$197,097",National Geographic Entertainment,"$21,185",2,N/A,PG-13,"Documentary,War",116
The Man from Earth: Holocene,"$5,472","$5,472",Parade Deck Films,"$3,100",2,N/A,N/A,"Drama,Fantasy,Sci-Fi",84
Shot,"$4,701","$4,701",Paladin,N/A,N/A,N/A,N/A,Drama,101
Reset,"$5,454","$74,341",FilmRise,"$2,198",2,N/A,N/A,Documentary,353
The Daughter,"$26,376","$1,505,434",Kino Lorber,N/A,N/A,N/A,N/A,Drama,339
The Raft,"$39,678","$47,269",Metrograph Pictures,N/A,N/A,N/A,N/A,Documentary,249
Company Town,"$4,934","$4,934",First Run,"$2,150",1,N/A,N/A,Documentary,119
Trespass Against Us,"$5,711","$517,197",A24,"$1,620",20,N/A,R,"Action,Crime,Drama,Thriller",346
Union,"$41,656","$41,656",Indican Pictures,"$11,900",4,N/A,N/A,"Drama,History,War",193
The Ardennes,"$5,638","$9,116",Film Movement,$840,1,N/A,N/A,Drama,360
La Chinoise,"$5,631","$5,631",Kino Lorber,"$2,340",1,N/A,N/A,"Comedy,Drama",164
The Gospel According to André,"$400,713","$454,550",Magnolia Pictures,"$47,802",4,N/A,PG-13,Documentary,221
Leaning Into The Wind,"$400,530","$452,372",Magnolia Pictures,"$24,840",5,N/A,PG,Documentary,298
We the Animals,"$400,961","$434,743",The Orchard,"$63,357",3,N/A,R,Drama,137
Blade Runner 2049,"$92,054,159","$259,239,658",Warner Bros.,"$32,753,122","4,058","$150,000,000",R,"Action,Drama,Mystery,Sci-Fi,Thriller",452
"The Night Is Short, Walk on Girl","$406,490","$3,878,208",GKIDS,"$18,302",10,N/A,N/A,"Adventure,Animation,Comedy,Family,Fantasy,Romance",133
Frankenstein,"$417,783","$417,783",Fathom Events,N/A,N/A,N/A,N/A,Drama,71
The Philadelphia Story,"$404,524","$404,524",Fathom Events,"$258,994",630,N/A,N/A,"Comedy,Romance",317
Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,"$413,039","$422,760",Fathom Events,N/A,N/A,N/A,N/A,"Fantasy,Sport",52
Shed of the Dead,"$38,901","$38,901",Indican Pictures,"$18,960",10,N/A,N/A,"Comedy,Horror",270
A Bag of Marbles,"$411,318","$10,898,998",Gaumont British Picture Corporation,"$14,420",4,N/A,N/A,Drama,284
The Oath,"$401,463","$401,463",Roadside Attractions,"$29,077",10,N/A,R,"Comedy,Thriller",81
Loving Vincent,"$6,735,118","$42,187,665",Good Deed Entertainment,"$23,180",1,N/A,PG-13,"Animation,Biography,Crime,Drama,Mystery",466
Porco Rosso,"$443,059","$443,059",Fathom Events,"$156,270",734,N/A,PG,"Adventure,Animation,Comedy,Fantasy,Romance",226
Perfect Blue,"$446,062","$450,594",GKIDS,"$19,020",491,N/A,R,"Animation,Horror,Mystery,Thriller",116
DCI 2018 Tour Premeire,"$434,008","$434,008",Fathom Events,N/A,N/A,N/A,N/A,Documentary,194
Condorito: The Movie,"$447,719","$8,431,194",Lionsgate,"$248,456",153,N/A,PG,"Adventure,Animation,Comedy,Family,Sci-Fi",354
South Pacific,"$458,000","$458,000",Fathom Events,"$258,350",683,"$6,000,000",N/A,"Musical,Romance,War",128
Final Portrait,"$461,972","$1,677,835",Sony Pictures Classics,"$25,472",3,N/A,R,"Biography,Comedy,Drama",284
Puffs: Filmed Live Off Broadway,"$464,483","$464,483",Fathom Events,"$232,863",606,N/A,N/A,"Adventure,Comedy",237
Starless Dreams,"$5,937","$5,937",The Cinema Guild,$707,1,N/A,N/A,Documentary,346
The Vault,"$5,728","$346,729",FilmRise,"$4,308",11,N/A,N/A,"Crime,Horror,Mystery,Thriller",122
The Work,"$5,853","$20,554",The Orchard,"$3,286",2,N/A,N/A,Documentary,66
Scotty and the Secret History of Hollywood,"$461,689","$461,689",Greenwich Entertainment,"$28,144",1,N/A,N/A,"Biography,Documentary",158
Chosen,"$9,283","$9,536",Medallion Releasing,"$2,449",1,N/A,R,"Drama,War",381
Dying to Know: Ram Dass & Timothy Leary,"$16,397","$16,397",GathrFilms,N/A,N/A,N/A,N/A,"Biography,Documentary,History,News",708
The Seasons In Quincy: Four Portraits of John Berger,"$28,456","$61,267",Icarus Films,"$5,304",1,N/A,N/A,"Biography,Documentary",488
Tad the Lost Explorer and the Secret of King Midas,"$5,874","$35,704,046",Paramount Classics,"$4,028",100,N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy",35
"Kill Me, Deadly","$36,027","$36,027",Indican Pictures,"$11,600",2,N/A,N/A,"Comedy,History,Mystery",640
The Dark Below,"$7,095","$7,095",Parade Deck Films,"$1,526",1,N/A,N/A,"Horror,Thriller",297
In the Steps of Trisha Brown,"$6,230","$6,230",Icarus Films,"$1,232",1,N/A,N/A,Documentary,328
On Wings of Eagles,"$5,975","$5,975",Archstone Distribution,N/A,N/A,N/A,PG-13,"Drama,History,Sport",63
Arise from Darkness,"$6,112","$6,112",Indican Pictures,N/A,N/A,N/A,N/A,Thriller,360
Clemency,"$335,125","$335,125",Neon,"$35,364",2,N/A,R,Drama,46
Best Worst Thing That Ever Could Have Happened...,"$106,986","$106,986",Abramorama,"$23,490",2,N/A,N/A,Documentary,409
Charlie Says,"$40,685","$98,240",IFC Films,"$20,684",38,N/A,R,"Biography,Crime,Drama",277
The Fuzz,"$6,067","$6,067",Indican Pictures,"$2,236",2,N/A,N/A,Crime,164
The Skyjacker's Tale,"$6,253","$6,253",Strand Releasing,"$1,097",1,N/A,N/A,Documentary,185
Vita & Virginia,"$42,741","$815,419",IFC Films,"$3,408",1,N/A,N/A,"Biography,Drama,Romance",172
Immortal Hero,"$43,007","$6,179,954",Freestyle Releasing,"$20,629",12,N/A,PG,Drama,116
Zilla and Zoe,"$39,003","$39,003",Indican Pictures,"$11,392",4,N/A,N/A,Comedy,270
Aniara,"$40,124","$40,124",Magnolia Pictures,"$19,297",19,N/A,R,"Drama,Sci-Fi",270
The Star,"$43,510","$43,510",Sony Pictures Releasing,"$43,510",623,"$20,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy",66
Slut in a Good Way,"$40,513","$44,240",Comedy Dynamics,"$21,567",7,N/A,R,Comedy,320
Maze,"$44,381","$44,381",Lightyear Entertainment,"$8,308",2,N/A,N/A,"Crime,Drama,History,Mystery,Thriller",326
Midnight Traveler,"$41,265","$50,336",Oscilloscope,"$3,549",1,N/A,N/A,"Documentary,War",146
For Sama,"$43,796","$1,098,285",PBS Distribution,"$9,350",3,N/A,N/A,"Documentary,War",200
The Proposal,"$45,149","$45,149",Oscilloscope,"$10,449",1,N/A,N/A,Documentary,263
The Last Rampage,"$6,294","$12,944",Epic Pictures Group,"$3,054",18,N/A,R,"Crime,Drama,Mystery,Thriller",101
Inseparables,"$6,258","$1,864,605",Film Movement,N/A,N/A,N/A,N/A,"Comedy,Drama",82
Fagara,"$43,417","$1,265,949",China Lion Film Distribution,"$25,206",13,N/A,N/A,"Comedy,Drama",151
What Is Democracy?,"$44,536","$44,536",Zeitgeist Films,"$6,284",1,N/A,N/A,Documentary,391
Elizabeth Blue,"$6,542","$6,542",Global Digital Releasing,"$2,948",10,N/A,PG-13,Drama,101
American Dharma,"$51,891","$51,891",Utopia,"$7,287",1,N/A,R,"Biography,Documentary",102
Carmine Street Guitars,"$44,253","$44,253",Abramorama,"$6,090",1,N/A,N/A,"Documentary,Music",293
The Persian Connection,"$6,634","$6,634",The Samuel Goldwyn Company,"$6,634",1,N/A,N/A,"Action,Crime,Mystery,Thriller",171
A Kind of Loving,"$6,912","$6,912",Rialto Pictures,"$3,278",1,N/A,N/A,"Drama,Romance",269
Harry Benson: Shoot First,"$18,092","$18,092",Magnolia Pictures,"$4,798",3,N/A,N/A,Documentary,388
Scum,"$6,461","$6,461",Kino Lorber,"$1,948",1,N/A,N/A,"Crime,Drama",199
The Pathological Optimist,"$11,222","$11,222",The Film Arcade,"$5,946",1,N/A,N/A,"Biography,Documentary",94
Sympathy for the Devil,"$49,463","$112,614",eOne Entertainment,"$12,144",6,N/A,N/A,War,74
Footnotes,"$6,660","$6,660",Monument Releasing,"$5,900",1,N/A,N/A,"Comedy,Musical",171
Under the Silver Lake,"$46,083","$2,053,469",A24,"$35,270",2,N/A,R,"Crime,Drama,Mystery,Thriller",298
The Happy Prince,"$466,440","$2,621,992",Sony Pictures Classics,"$38,886",8,N/A,R,"Biography,Drama",86
The Final Wish,"$25,183","$88,589",Fathom Events,N/A,N/A,N/A,N/A,Horror,383
Suntan,"$6,643","$157,267",Strand Releasing,"$1,629",1,N/A,N/A,Drama,297
The Bounty Killer,"$48,815","$48,815",Indican Pictures,"$20,805",15,N/A,N/A,"Action,Western",382
The Jazz Funeral,"$7,103","$7,103",Indican Pictures,"$3,792",2,N/A,N/A,Drama,297
Another WolfCop,"$7,285","$7,285",Parade Deck Films,"$5,890",6,N/A,N/A,"Comedy,Fantasy,Horror",35
¡He matado a mi marido!,"$45,777","$68,017","Hammond Entertainment, LLC","$18,365",11,N/A,N/A,"Comedy,Crime,Romance",347
Free Trip to Egypt,"$49,693","$49,693",Independent,"$1,718",1,N/A,Not Rated,"Adventure,Comedy,Documentary,Drama",256
Bilal: A New Breed of Hero,"$490,973","$576,805",Vertical Entertainment,"$309,951",300,N/A,PG-13,"Action,Adventure,Animation",333
Monsters and Men,"$500,101","$510,967",Neon,"$118,697",18,N/A,R,"Crime,Drama,Thriller",95
The Sandlot,"$516,130","$516,130",Fathom Events,"$263,582",410,N/A,PG,"Comedy,Drama,Family,Sport",163
Bullitt,"$511,350","$511,350",Fathom Events,"$408,627",586,N/A,M/PG,"Action,Crime,Thriller",86
Castle in the Sky,"$523,664","$557,541",Fathom Events,"$197,172",645,N/A,N/A,"Adventure,Animation,Drama,Family,Fantasy,Sci-Fi",47
Grave of the Fireflies,"$516,962","$516,962",Fathom Events,"$158,101",715,N/A,N/A,"Animation,Drama,War",142
"Love, Antosha","$50,168","$75,308",Lurker Films,"$7,150",1,N/A,R,"Biography,Documentary,Music",193
Fireworks,"$525,280","$25,672,406",GKIDS,"$138,014",10,N/A,N/A,"Animation,Drama,Family,Fantasy,Romance,Sci-Fi",182
Clinton Road,"$50,400","$50,400",Nocturnal Features,"$38,880",10,N/A,N/A,Horror,242
The Great Battle,"$472,166","$41,509,280",Well Go USA Entertainment,"$123,983",30,N/A,N/A,"Action,Drama,History,War",102
Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,"$540,707","$540,707",Fathom Events,"$288,095",691,N/A,N/A,N/A,62
Die Hard,"$510,241","$620,525",Fathom Events,"$321,704",687,"$28,000,000",N/A,"Action,Thriller",54
The Children Act,"$547,750","$17,696,794",A24,"$76,108",23,N/A,R,Drama,112
The Spy Gone North,"$500,803","$38,844,509",CJ Entertainment,"$43,348",2,N/A,N/A,"Drama,Thriller",144
The Room,"$549,602","$572,340",Fathom Events,N/A,N/A,N/A,R,Drama,356
Anna and the Apocalypse,"$545,597","$670,430",Orion Pictures,"$52,588",5,N/A,R,"Comedy,Fantasy,Horror,Musical",397
The Ex-File 3: The Return of The Exes,"$838,959","$307,592,427",China Lion Film Distribution,"$125,291",21,N/A,N/A,"Comedy,Romance",368
The Cat Returns,"$563,718","$563,718",Fathom Events,"$254,402",721,N/A,G,"Adventure,Animation,Comedy,Family,Fantasy,Romance",254
The Queen,"$47,818","$47,818",Kino Lorber,"$7,173",1,N/A,N/A,Documentary,228
The Wrong Light,"$7,553","$7,553",The Cinema Guild,"$5,429",1,N/A,N/A,Documentary,171
Overdrive,"$7,793","$9,650,552",Vertical Entertainment,"$4,797",20,N/A,PG-13,"Action,Thriller",87
The Ballad of Lefty Brown,"$7,856","$7,856",A24,"$5,559",2,N/A,R,"Action,Drama,Western",21
From Nowhere,"$8,109","$8,109",FilmRise,"$5,408",2,N/A,N/A,Drama,318
Served Like a Girl,"$8,290","$8,290",Entertainment Studios Motion Pictures,"$1,844",4,N/A,N/A,Documentary,129
Natasha,"$8,325","$8,325",Menemsha Films,"$8,325",1,N/A,N/A,Drama,248
Heavy Water,"$55,446","$99,503",Fathom Events,N/A,N/A,N/A,N/A,Documentary,243
Birthright: A War Story,"$7,519","$7,519",Abramorama,"$3,006",1,N/A,N/A,Documentary,171
Big Time,"$7,347","$7,347",Abramorama,"$7,347",2,N/A,N/A,Documentary,35
The Hate U Give,"$29,719,483","$34,934,009",Twentieth Century Fox,"$512,035",36,"$23,000,000",PG-13,"Crime,Drama",453
John Fogerty: 50 Year Trip - Live at Red Rocks,"$59,795","$59,795",Fathom Events,N/A,N/A,N/A,N/A,Music,92
Swept Away,"$7,876","$7,876",Kino Lorber,"$1,011",1,N/A,N/A,"Adventure,Comedy,Drama",262
Mr. Chibbs,"$8,302","$8,302",Abramorama,"$3,163",1,N/A,N/A,Documentary,243
The Riot and the Dance,"$316,103","$316,103",Fathom Events,N/A,N/A,N/A,N/A,N/A,288
Husband Material,"$567,417","$1,016,545",Eros International,"$292,439",99,N/A,N/A,Romance,109
Loveless,"$566,356","$3,925,992",Sony Pictures Classics,"$30,222",3,N/A,R,Drama,319
The Big Lebowski,"$582,585","$592,832",Fathom Events,"$330,067",624,N/A,R,"Comedy,Crime,Sport",149
Pick of the Litter,"$578,717","$763,688",IFC Films,"$16,519",2,N/A,N/A,Documentary,126
We Are the Flesh,"$8,438","$8,438",Arrow Films,$835,3,N/A,N/A,"Drama,Fantasy,Horror",353
Maria By Callas,"$1,267,301","$2,185,562",Sony Pictures Classics,"$91,915",16,N/A,PG,"Biography,Documentary,Music",466
Mickey and the Bear,"$57,188","$57,188",Utopia,"$9,375",1,N/A,R,Drama,88
Maurizio Cattelan: Be Right Back,"$7,706","$7,706",Bond/360,N/A,N/A,N/A,N/A,Documentary,262
Burning,"$718,991","$7,566,962",Well Go USA Entertainment,"$26,130",2,N/A,N/A,"Drama,Mystery",473
The Grateful Dead Meet-Up 2018,"$600,554","$600,554",Fathom Events,N/A,N/A,N/A,N/A,"Documentary,Music",272
"DCI 2019: Big, Loud & Live 16","$603,320","$603,320",Fathom Events,N/A,N/A,N/A,N/A,Documentary,145
Marshall,"$10,051,659","$10,116,816",Open Road Films (II),"$3,000,805",821,"$12,000,000",PG-13,"Biography,Crime,Drama,History",445
The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,"$605,764","$605,764",Fathom Events,"$605,764",777,N/A,N/A,N/A,261
Félicité,"$12,433","$265,495",Strand Releasing,"$1,713",1,N/A,N/A,"Drama,Music",431
The Florida Project,"$5,904,366","$10,971,298",A24,"$157,553",4,N/A,R,Drama,452
Last Year at Marienbad,"$63,425","$68,402",Janus Films,"$7,644",1,N/A,N/A,"Drama,Mystery",270
The Sound of Music,"$616,171","$624,392",Fathom Events,"$413,497",640,"$8,200,000",N/A,"Biography,Drama,Family,Musical,Romance",114
Foxtrot,"$618,883","$1,356,159",Sony Pictures Classics,"$31,629",4,N/A,R,Drama,305
The Transformers,"$619,597","$619,597",Fathom Events,N/A,N/A,N/A,N/A,"Action,Adventure,Animation,Family,Sci-Fi",96
Painted Woman,"$10,298","$10,298",Amor Media,N/A,N/A,N/A,N/A,"Romance,Western",56
Irreplaceable,"$8,494","$15,130,912",Distrib Films,"$1,443",2,N/A,N/A,"Comedy,Drama",333
Inspector Maigret,"$8,528","$8,528",Kino Lorber,"$2,556",1,N/A,N/A,"Crime,Drama",77
The Eyes,"$9,104","$9,104",Parade Deck Films,"$2,075",1,N/A,N/A,"Crime,Drama,Mystery,Thriller",269
Itzhak,"$607,290","$704,968",Greenwich Entertainment,"$14,350",2,N/A,N/A,Documentary,298
Sauvage / Wild,"$61,604","$317,536",Strand Releasing,"$7,440",1,N/A,N/A,Drama,307
The Mountain,"$61,035","$61,035",Kino Lorber,"$15,785",2,N/A,N/A,Drama,200
Amnesia,"$8,700","$8,700",Film Movement,"$1,202",1,N/A,N/A,Drama,164
Lycan,"$9,110","$9,110",Parade Deck Films,"$4,970",5,N/A,N/A,"Horror,Thriller",136
By the Grace of God,"$65,989","$7,754,582",Music Box Films,"$7,765",2,N/A,N/A,"Crime,Drama",116
Clarence,"$10,495","$10,495",Indican Pictures,"$5,004",2,N/A,N/A,Documentary,122
The Fiancé,"$23,986","$23,986",Indican Pictures,"$4,812",4,N/A,N/A,Horror,416
Lovesong,"$10,626","$10,626",Strand Releasing,"$1,718",1,N/A,N/A,"Drama,Romance",318
Harry & Snowman,"$561,460","$578,820",FilmRise,"$56,842",18,N/A,N/A,"Biography,Documentary,Drama,Sport",458
Amelia 2.0,"$10,233","$10,233",TriCoast Worldwide,"$7,836",1,N/A,N/A,"Drama,Romance,Sci-Fi",150
Remember the Goal,"$119,100","$119,100",Five & Two Pictures,"$70,136",77,N/A,PG,Drama,493
Thirst Street,"$9,129","$9,129",The Samuel Goldwyn Company,"$1,737",1,N/A,N/A,"Comedy,Drama,Romance",105
In Search of Fellini,"$12,772","$25,269",AMBI Distribution,"$10,796",3,N/A,R,"Adventure,Drama,Romance",473
This Changes Everything,"$64,988","$125,348",Fathom Events,N/A,N/A,N/A,N/A,Documentary,204
End of the Century,"$66,309","$66,309",The Cinema Guild,"$10,063",1,N/A,N/A,Drama,179
The Sunshine Makers,"$10,042","$10,042",FilmRise,"$1,874",1,N/A,N/A,"Documentary,History",346
